Q9HBI6	0.0
P33151	0.09948979591836735
Q9H0W5	0.8754646840148699
Q8TAP6	0.0
Q9P209	0.4528593508500773
P40121	0.0
Q8NEF3	0.1412556053811659
Q5VTM2	0.37980085348506404
P24864	0.24878048780487805
Q9UHD1	0.25
P09564	0.0
P09603	0.6985559566787004
Q9BS18	0.0
O15078	0.3533682936668011
Q9BZP3	0.4069767441860465
Q5M9N0	0.3755615453728661
Q96LT6	0.0
Q9HCU4	0.09989736572015052
O43852	0.14603174603174604
Q53HC0	0.8761329305135952
O15234	0.9971550497866287
Q96KN2	0.0
P63098	0.0
P55289	0.05919395465994962
O75150	0.5724275724275725
P30837	0.058027079303675046
Q13042	0.13064516129032258
Q8N684	0.7537154989384289
Q5JTY5	0.09620253164556962
P51648	0.0
Q9UNA3	0.0
O43315	0.0
Q12860	0.0
O95817	0.768695652173913
Q02318	0.09981167608286252
Q5VV41	0.3526093088857546
O95931	0.5816733067729084
A6NFN9	0.16733067729083664
Q5T7R7	0.36180904522613067
Q7L4P6	0.3586698337292161
Q9NQW8	0.34363411619283063
O15204	0.07021276595744681
P0CG41	0.5392535392535392
Q8IV38	0.17006802721088435
Q92843	0.0
Q9UIV1	0.0
A4FU28	0.5765765765765766
Q9NX38	0.0
Q9UBD9	0.0
O96018	0.3617391304347826
P51636	0.2654320987654321
P46100	0.6252006420545746
O94805	0.0
P02656	0.0
Q96DR7	0.47416762342135477
O00213	0.476056338028169
P23946	0.0
Q8IYS8	0.1744186046511628
Q8TAM1	0.15629322268326418
Q6ZW61	0.0
Q8NDY3	0.0
Q5TG92	0.29365079365079366
Q9NPB3	0.22727272727272727
Q7Z6R9	0.49336283185840707
Q9H425	0.5443425076452599
Q86TU6	0.0
Q8N8L6	0.15163934426229508
P01023	0.0
Q6ZUJ8	0.5440993788819876
O76090	0.36752136752136755
Q13072	0.0
P51800	0.0
Q86Y29	0.0
Q9NPU4	0.6506024096385542
Q86Y27	0.0
P07711	0.0
Q86VB7	0.04411764705882353
P56945	0.6655172413793103
Q9Y471	0.0
Q96MT4	0.0
Q9H1Z8	0.4797297297297297
Q96CW1	0.0
Q9NQ89	0.0
Q9NXU5	0.0
Q8N999	0.0
O94779	0.0
O95406	0
Q3KR37	0.44037940379403795
Q495D7	0.0
Q17RA5	0.0
Q9H9P2	0.0
P05090	0.0
Q9BXU9	0.0
Q9P281	0.9355816597195907
Q10589	0.2777777777777778
Q6ZVT6	0.8635703918722787
Q01850	0.9185022026431718
Q9NZP8	0.0
Q9NXL2	0.1969111969111969
Q96LR9	0.0
Q8NCQ2	1.0
Q8IWZ6	0.0
Q6PI25	0.0
Q9NYM9	0.0
P51451	0.11485148514851486
Q9BSY4	0.0
O95393	0.21933962264150944
Q13825	0.09144542772861357
Q99653	0.0
Q96KC9	0.9645569620253165
P0C842	0.0
A0A1B0GTC6	0.0
P40616	0.0
P63104	0.0
P00746	0.0
Q8IZS7	0.0
Q9GZX7	0.0
Q8N5I9	0.20540540540540542
Q8TBE1	0.0
Q13085	0.021739130434782608
A8K2U0	0.0
Q5SWW7	1.0
Q8WXF7	0.053763440860215055
Q9Y294	0.24019607843137256
Q8N9R6	0.5131578947368421
Q9NW68	0.49767441860465117
O14497	0.8153172866520788
Q86TX2	0.0
Q9Y4F5	0.933920704845815
